CodigoCliente;CodigoContrato;DataInicio;DataTermino;Fechado;Placa;Cor;Modelo;ValorPeriodoVeiculo;ValorCombustivel;ValorLocacao;PeriodoTarifa;ValorDiversos
1806;27612;26/08/2021;30/08/2021;Sim;QOS4685;Preta;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;140;0;560;1;0
1268;27618;26/08/2021;19/09/2021;Sim;RMY0E61;Prata;VOYAGE 1.6 L MB5;55;90,86;1440,86;1;30
848;27626;27/08/2021;30/08/2021;Sim;QOV1080;Preto;Renegade Lngtd At D;300;0;900;1;0
2220;27621;27/08/2021;02/09/2021;Sim;QUK9837;Branca;Versa 16 Sv Cvt;140;0;840;1;0
2222;27643;30/08/2021;30/09/2021;Sim;QQU2455;Prata;Corolla Gli 1.8 Cvt;158,06;0;4900;1;0,14
848;27927;03/09/2021;08/09/2021;Sim;PPY8018;Branca;Frontier Se Atx 4;300;0;1500;1;0
1332;27951;11/09/2021;15/09/2021;Sim;RMY0A62;Cinza;Voyage 1.6 Af5;200;0;800;1;0
1145;27949;11/09/2021;13/09/2021;Sim;QOS4685;Preta;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;100;0;200;1;0
2220;27952;13/09/2021;16/09/2021;Sim;QUK9837;Branca;Versa 16 Sv Cvt;140;0;420;1;0
1541;27959;13/09/2021;15/09/2021;Sim;QNF9536;Prata;Versa Sl 1.6 16v Flexstart 4p Aut.;155;0;310;1;0
335;28001;16/09/2021;17/09/2021;Sim;QUK9837;Branca;Versa 16 Sv Cvt;180;38,94;248,94;1;30
2226;28065;21/09/2021;21/10/2021;Sim;RNH0B02;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;2400;0;2400;30;0
1635;28071;22/09/2021;17/11/2021;Sim;QWU1035;Cinza;Etios Hb Xls 1.5;1800;0;3360;30;0
2227;28084;25/09/2021;04/10/2021;Sim;RFF0F28;Prata Sirius;VOYAGE 1.6 L MB5;140;0;1260;1;0
1983;28114;28/09/2021;29/09/2021;Sim;RNH0B04;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;170;0;170;1;0
2182;28119;29/09/2021;15/10/2021;Sim;PPY8018;Branca;Frontier Se Atx 4;500;0;0;1;0
2182;28569;29/09/2021;26/10/2021;Sim;PPY8018;Branca;Frontier Se Atx 4;500;0;0;1;0
2182;28458;29/09/2021;21/10/2021;Sim;RNW0B48;Branca;Frontier Sccd 4x4 2.3 Tb Diesel Mec.;500;0;0;1;0
2182;28573;29/09/2021;31/10/2021;Sim;RNW0B48;Branca;Frontier Sccd 4x4 2.3 Tb Diesel Mec.;234,37;0;7500;1;0,16
2229;28381;01/10/2021;02/10/2021;Sim;RNH0B04;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;250;0;250;1;0
2228;28403;02/10/2021;09/10/2021;Sim;QXS3A06;Cinza;Spin Primier 1.8 8v Econo.Flex 5p Mec;250;0;1750;1;0
1983;28406;04/10/2021;08/10/2021;Sim;RNH0B04;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;140;0;560;1;0
2181;28412;04/10/2021;06/10/2021;Sim;RFF0F28;Prata Sirius;VOYAGE 1.6 L MB5;110;0;220;1;0
2230;28429;06/10/2021;01/11/2021;Sim;RNW9D80;Cinza;Gol 1.6 Msi Flex 8v 5p;2100;0;1820;30;0
1948;28435;08/10/2021;13/10/2021;Sim;RFF0F38;Prata Sirius;VOYAGE 1.6 L MB5;100;0;500;1;0
1676;28468;18/10/2021;21/10/2021;Sim;RNX9E92;Prata;Gol 1.6 Msi Flex 8v 5p;110;0;360;1;30
841;28464;18/10/2021;21/10/2021;Sim;RME6J17;Prata;Gol 1.6 Msi Flex 8v 5p;100;0;300;1;0
1983;28568;18/10/2021;17/11/2021;Sim;RNH0B01;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;2600;0;2600;30;0
1983;28470;18/10/2021;21/10/2021;Sim;RNH0B04;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;140;0;0;1;0
537;28642;29/10/2021;17/11/2021;Sim;QOM8381;Branca;Fiorino Hard Working;1800;0;0;30;0
537;28987;29/10/2021;30/11/2021;Sim;RFX5E14;Branca;STRADA ENDURANCE CS 1.4 02;1800;97,35;2017,35;30;0
2140;28699;29/10/2021;03/11/2021;Sim;RNZ4D02;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;100;0;500;1;0
2235;28696;29/10/2021;03/11/2021;Sim;RNZ4C93;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;130;0;650;1;0
115;28916;03/11/2021;20/12/2021;Sim;QNF9536;Prata;Versa Sl 1.6 16v Flexstart 4p Aut.;84;233,64;4181,64;1;0
1723;28934;04/11/2021;05/11/2021;Sim;RNZ4D02;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;100;0;100;1;0
1863;28936;05/11/2021;08/11/2021;Sim;RNZ4D02;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;100;0;300;1;0
2116;28937;06/11/2021;08/11/2021;Sim;RTB7G39;Prata Sirius;Gol G7 1.6 Completo Trend Line;130;0;290;1;30
848;28957;11/11/2021;16/11/2021;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;400;0;2000;1;0
2239;28961;12/11/2021;18/11/2021;Sim;QWR6981;Cinza;Etios Hb Xls 1.5;140;0;840;1;0
2241;29001;19/11/2021;22/11/2021;Sim;RTC9D83;Cinza;Gol G7 1.6 Completo Trend Line;170;0;510;1;0
2015;29069;24/11/2021;27/11/2021;Sim;RTC9D83;Cinza;Gol G7 1.6 Completo Trend Line;160;0;510;1;30
2241;29083;26/11/2021;29/11/2021;Sim;RTC9D82;Cinza;Gol G7 1.6 Completo Trend Line;140;0;420;1;0
2245;29097;29/11/2021;30/11/2021;Sim;RNH0B04;Branco Banchisa;Strada Freedom 1.3 Flex 8v Cs Plus;170;0;170;1;0
2242;29004;29/11/2021;06/01/2022;Sim;QXS2F86;Branca;Hilux Cd Srva 4fd ;293,33;0;11596,54;1;450
1924;29230;30/11/2021;01/12/2021;Sim;RNZ4C99;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;160;0;160;1;0
2246;29353;01/12/2021;23/12/2021;Sim;RNZ4C99;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;2190;356,95;2190;30;227,05
1541;29352;01/12/2021;03/12/2021;Sim;RTB7G39;Prata Sirius;Gol G7 1.6 Completo Trend Line;190;0;410;1;30
2248;29366;03/12/2021;03/01/2022;Sim;RTC9D83;Cinza;Gol G7 1.6 Completo Trend Line;2390;0;2469,67;30;0
1949;29368;04/12/2021;06/12/2021;Sim;RNZ4C96;Cinza;Gol 1.0 Flex 12v 5p;140;0;310;1;30
2247;29406;07/12/2021;10/01/2022;Sim;RTC9D79;Prata Sirius;Gol G7 1.6 Completo Trend Line;78,73;0;2676,82;1;0
2046;29400;07/12/2021;14/12/2021;Sim;RMV8D75;Prata;Hilux Cd 4x4 2.8 Diesel Mec;300;0;2600;1;500
1242;29419;10/12/2021;17/12/2021;Sim;QUQ9666;Branca;Doblo Essence 1.8 Flex 16v 5p;260;0;1820;1;0
1987;29430;11/12/2021;02/02/2022;Sim;RNW9D80;Cinza;Gol 1.6 Msi Flex 8v 5p;60;0;3180;1;0
1989;29431;12/12/2021;31/01/2022;Sim;RMR5I59;Branca;Kicks Sense 1.6v Flex. Aut;160;201,19;8201,19;1;0
1806;29472;14/12/2021;16/12/2021;Sim;QXD1031;Cinza;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;110;0;220;1;0
1305;29486;15/12/2021;12/01/2022;Sim;RFI4A44;Cinza;Ka Se 1.0 Ha;1700;0;1586,67;30;0
1541;29546;16/12/2021;18/12/2021;Sim;RMF0A21;Cinza;Gol 1.6 Msi Flex 8v 5p;190;0;460;1;80
2253;29516;18/12/2021;04/01/2022;Sim;RFI4A41;Cinza;Ka Se 1.0 Ha;100;0;1700;1;0
2255;29512;18/12/2021;27/01/2022;Sim;RTI3A48;Cinza;Gol 1.6 Msi Flex 8v 5p;1800;0;2766,67;30;200
2256;29521;18/12/2021;17/01/2022;Sim;QWU1064;Prata;Etios Hb Xls 1.5;2100;0;2100;30;0
994;29511;20/12/2021;16/01/2022;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;8500;0;7650;30;0
2113;29543;20/12/2021;27/12/2021;Sim;RTI9F96;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;1150;1;30
1774;29509;21/12/2021;25/01/2022;Sim;QXS3A06;Cinza;Spin Primier 1.8 8v Econo.Flex 5p Mec;3000;0;3500;30;0
2258;29573;21/12/2021;18/01/2022;Sim;RTI3A47;Cinza;Gol 1.6 Msi Flex 8v 5p;3000;0;2800;30;0
2260;29582;22/12/2021;03/01/2022;Sim;QWU1020;Prata;Etios Hb Xls 1.5;2050;0;820;30;0
2262;29584;22/12/2021;30/12/2021;Sim;RTI3A46;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;1280;1;0
2264;29588;22/12/2021;11/01/2022;Sim;RTC9D80;Cinza;Gol G7 1.6 Completo Trend Line;2500;0;1696,67;30;30
2261;29589;22/12/2021;29/12/2021;Sim;RTI3A45;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;1120;1;0
2263;29585;22/12/2021;05/01/2022;Sim;RMF0A23;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;2240;1;0
2104;29601;23/12/2021;24/01/2022;Sim;RFF0F38;Prata Sirius;VOYAGE 1.6 L MB5;2240;0;2400;30;10,67
2268;29603;23/12/2021;03/01/2022;Sim;RTI9F89;Prata;Spin Primier 1.8 8v Econo.Flex 5p Mec;163,64;0;1830,04;1;30
586;29604;23/12/2021;27/12/2021;Sim;RME6J15;Prata;Gol 1.6 Msi Flex 8v 5p;120;0;480;1;0
2259;29574;23/12/2021;24/01/2022;Sim;RMY0E60;Prata;VOYAGE 1.6 L MB5;77,81;0;2490;1;0,08
2266;29596;23/12/2021;15/01/2022;Sim;QWU1185;Cinza;Etios Hb Xls 1.5;70;83,49;1731,49;1;38
2265;29595;23/12/2021;27/12/2021;Sim;RFI4A48;Branco;Ka Se 1.0 Ha;120;0;510;1;30
2241;29602;23/12/2021;03/01/2022;Sim;RMF0A20;Preta;Gol 1.6 Msi Flex 8v 5p;120;0;1320;1;0
2116;29597;23/12/2021;27/12/2021;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;120;0;560;1;80
2257;29572;26/12/2021;10/01/2022;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;260;0;3900;1;0
2269;29619;27/12/2021;06/01/2022;Sim;RNZ4C99;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;160;0;1600;1;0
2252;29607;27/12/2021;03/01/2022;Sim;RTI9F68;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;1120;1;0
848;29623;27/12/2021;03/01/2022;Sim;RTH7F00;Prata;Frontier Sccd 4x4 2.3 Tb Diesel Mec.;300;0;2100;1;0
2270;29620;27/12/2021;01/02/2022;Sim;RMR4D64;Preto;Corolla Gli 2.0;158;0;5688;1;0
1908;29624;27/12/2021;04/01/2022;Sim;RFQ7H10;Cinza Moscou;Ka Se 1.0 Ha;128,57;258,06;1286,63;1;0,01
2272;29635;28/12/2021;31/01/2022;Sim;RTI9F96;Cinza;Gol 1.6 Msi Flex 8v 5p;2400;0;2720;30;0
2273;29636;29/12/2021;15/01/2022;Sim;QWU1054;Prata;Etios Hb Xls 1.5;120;0;2040;1;0
2275;29789;30/12/2021;03/01/2022;Sim;RFP7J81;Branca;Ka Se 1.0 Ha;120;0;480;1;0
2274;29753;30/12/2021;03/01/2022;Sim;QXU1H58;Branca;Hilux Cd Srd D4-d 4x4 3.0 Tdi Dies;500;0;2000;1;0
2116;29775;30/12/2021;03/01/2022;Sim;RFI4A56;Branco;Ka Se 1.0 Ha;120;0;480;1;0
841;29898;03/01/2022;05/01/2022;Sim;RTI3A45;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;350;1;30
2241;29922;07/01/2022;10/01/2022;Sim;RME6J17;Prata;Gol 1.6 Msi Flex 8v 5p;140;0;420;1;0
2002;29600;10/01/2022;16/03/2022;Sim;QXD1031;Cinza;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;60;0;6033,33;1;2133,33
916;29937;12/01/2022;21/01/2022;Sim;RMV8D75;Prata;Hilux Cd 4x4 2.8 Diesel Mec;14400;0;4320;30;0
1723;29948;13/01/2022;14/01/2022;Sim;RFI4A41;Cinza;Ka Se 1.0 Ha;100;0;100;1;0
2280;29971;15/01/2022;17/01/2022;Sim;RTI3A45;Cinza;Gol 1.6 Msi Flex 8v 5p;140;0;280;1;0
1961;29972;17/01/2022;16/02/2022;Sim;RFI4A41;Cinza;Ka Se 1.0 Ha;2300;0;2300;30;0
2281;29975;17/01/2022;27/01/2022;Sim;QNX9112;Prata;Hilux Cd 4x4 2.8 Diesel Mec;350;0;3850;1;350
1983;29974;17/01/2022;20/01/2022;Sim;RTI3A46;Cinza;Gol 1.6 Msi Flex 8v 5p;140;0;420;1;0
2282;30400;18/01/2022;09/02/2022;Sim;QWU1035;Cinza;Etios Hb Xls 1.5;73,35;0;1615;1;1,3
2282;29977;18/01/2022;03/02/2022;Sim;RFI4A48;Branco;Ka Se 1.0 Ha;73,35;0;0;1;0
2283;29978;18/01/2022;24/01/2022;Sim;QQH9652;Cinza;Hr-v Ex 1.8 Flexone 16v 5p Aut.;275;0;1690;1;40
2116;29985;19/01/2022;25/01/2022;Sim;QWU1064;Prata;Etios Hb Xls 1.5;110;0;770;1;27,5
2113;30039;21/01/2022;31/01/2022;Sim;RTI9F68;Cinza;Gol 1.6 Msi Flex 8v 5p;160;0;1630;1;30
2288;30080;26/01/2022;01/02/2022;Sim;RMF0A21;Cinza;Gol 1.6 Msi Flex 8v 5p;190;0;1643,95;1;370
823;30427;04/02/2022;14/02/2022;Sim;RTI9F68;Cinza;Gol 1.6 Msi Flex 8v 5p;108;0;1080;1;0
2284;30000;10/02/2022;21/02/2022;Sim;RTI3A45;Cinza;Gol 1.6 Msi Flex 8v 5p;100;0;1150;1;0
816;30560;21/02/2022;22/03/2022;Sim;RMR4D64;Preto;Corolla Gli 2.0;3865,99;0;3737,12;30;0
2297;30644;25/02/2022;02/03/2022;Sim;QXS3A06;Cinza;Spin Primier 1.8 8v Econo.Flex 5p Mec;230;0;1150;1;0
1404;30639;25/02/2022;25/02/2022;Sim;QXV1F13;Prata;Gol 1.0 Flex 12v 5p;150;0;0;1;0
1404;30885;25/02/2022;03/03/2022;Sim;RFT6C13;Prata;Gol 1.6 Msi Flex 8v 5p;150;0;900;1;0
823;30888;03/03/2022;07/03/2022;Sim;RFT6C13;Prata;Gol 1.6 Msi Flex 8v 5p;110;53,13;553,13;1;60
823;30887;03/03/2022;03/03/2022;Sim;RME6J15;Prata;Gol 1.6 Msi Flex 8v 5p;110;0;0;1;0
1983;30918;07/03/2022;12/03/2022;Sim;RTC9D83;Cinza;Gol G7 1.6 Completo Trend Line;140;0;760;1;60
2300;31000;18/03/2022;30/03/2022;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;458,3;0;5499,6;1;0
696;31024;21/03/2022;26/03/2022;Sim;RTH7F00;Prata;Frontier Sccd 4x4 2.3 Tb Diesel Mec.;450;75,9;2325,9;1;0
235;31071;22/03/2022;16/04/2022;Sim;QQU9615;Preta;Corolla Gli 1.8 Cvt;140;0;3500;1;0
1305;31072;23/03/2022;23/03/2022;Sim;RFP7J90;Branca;Ka Se 1.0 Ha;120;0;0;1;0
1305;31073;23/03/2022;30/03/2022;Sim;RME6J07;Cinza;Gol 1.6 Msi Flex 8v 5p;130;0;910;1;0
1305;31466;30/03/2022;04/04/2022;Sim;RME6J07;Cinza;Gol 1.6 Msi Flex 8v 5p;130;0;650;1;0
2304;31324;01/04/2022;18/04/2022;Sim;QXD1031;Cinza;Etios Platinum Sed. 1.5 Flex 16v 4p Aut.;200;0;3550;1;0
405;31477;13/04/2022;14/04/2022;Sim;RFF0F38;Prata Sirius;VOYAGE 1.6 L MB5;190;0;190;1;0
2116;31501;14/04/2022;18/04/2022;Sim;RFT2A86;Cinza Moscou;Ka Se 1.0 Ha;160;0;700;1;60
2306;31886;03/05/2022;03/06/2022;Sim;RMY4H27;Prata;Versa 16 Sv Cvt;125,8;0;3959,8;1;60
2310;31945;06/05/2022;09/05/2022;Sim;RTJ8G45;Preta;Cruze Ltz 1.4 16v Turbo Flex 4p Aut.;0,01;0;0,03;1;0
2309;31941;06/05/2022;11/05/2022;Sim;RFT6C13;Prata;Gol 1.6 Msi Flex 8v 5p;162;0;810;1;0
2308;31936;06/05/2022;09/05/2022;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;500;0;1500;1;0
1305;32042;20/05/2022;25/05/2022;Sim;RNZ4D02;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;140;0;700;1;0
2314;32075;23/05/2022;30/06/2022;Sim;RUF2F60;Prata Sirius;Voyage 1.0  Flex 12v 4p;75;0;2850;1;0
2280;32106;27/05/2022;30/05/2022;Sim;RUG0I75;Prata Sirius;Gol 1.0 Flex 12v 5p;180;0;540;1;0
2316;32110;28/05/2022;31/05/2022;Sim;RUG0I84;Prata Sirius;Gol 1.0 Flex 12v 5p;0,01;0;0,03;1;0
2323;32498;10/06/2022;13/06/2022;Sim;RUG0I79;Prata Sirius;Gol 1.0 Flex 12v 5p;190;0;842,25;1;272,25
2265;32504;10/06/2022;13/06/2022;Sim;RUG0I84;Prata Sirius;Gol 1.0 Flex 12v 5p;190;0;570;1;0
1148;32545;14/06/2022;20/06/2022;Sim;RUF0B07;Prata Sirius;Voyage 1.0  Flex 12v 4p;140;0;840;1;0
2325;32552;15/06/2022;20/06/2022;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;500;0;2500;1;0
2326;32566;17/06/2022;20/06/2022;Sim;RUG0I75;Prata Sirius;Gol 1.0 Flex 12v 5p;190;0;570;1;0
2326;32565;17/06/2022;17/06/2022;Sim;RUG0I84;Prata Sirius;Gol 1.0 Flex 12v 5p;1300;0;0;20;0
1305;32585;20/06/2022;06/07/2022;Sim;RUG7I36;Prata Sirius;Gol 1.0 Flex 12v 5p;70;0;0;1;0
1305;32982;20/06/2022;12/07/2022;Sim;RUG7I36;Prata Sirius;Gol 1.0 Flex 12v 5p;70;0;1540;1;0
1305;32977;20/06/2022;06/07/2022;Sim;RUG7I37;Prata Sirius;Gol 1.0 Flex 12v 5p;70;0;0;1;0
2280;32605;24/06/2022;27/06/2022;Sim;RUF0B13;Prata Sirius;Voyage 1.0  Flex 12v 4p;180;0;540;1;0
2265;32606;24/06/2022;27/06/2022;Sim;RFJ4G55;Branco;Gol 1.0 Flex 12v 5p;180;0;600;1;60
1087;32609;26/06/2022;29/08/2022;Sim;RTJ8G45;Preta;Cruze Ltz 1.4 16v Turbo Flex 4p Aut.;135;0;8640;1;0
1541;32646;28/06/2022;30/06/2022;Sim;RUG0I80;Prata Sirius;Gol 1.0 Flex 12v 5p;190;0;440;1;60
269;32651;29/06/2022;14/07/2022;Sim;RUF0B07;Prata Sirius;Voyage 1.0  Flex 12v 4p;80;0;1200;1;0
1885;32652;29/06/2022;19/08/2022;Sim;RUF0B11;Prata Sirius;Voyage 1.0  Flex 12v 4p;62;0;3162;1;0
1908;32978;06/07/2022;11/07/2022;Sim;RUG0I80;Prata Sirius;Gol 1.0 Flex 12v 5p;140;0;805;1;0
2331;32994;08/07/2022;11/07/2022;Sim;QQK1136;Prata;Gol 1.6 Msi Flex 8v 5p;190;212,52;842,52;1;60
1242;33006;08/07/2022;09/07/2022;Sim;RUF2F63;Branco;Voyage 1.0  Flex 12v 4p;190;0;190;1;0
2330;32992;08/07/2022;11/07/2022;Sim;RUF8J23;Branco;Gol 1.0 Flex 12v 5p;190;0;570;1;0
2332;32995;09/07/2022;21/07/2022;Sim;RTP4D09;Branca;Saveiro Robust 1.6 Total Flex 8v;170;0;2040;1;0
1242;33010;11/07/2022;12/07/2022;Sim;RUJ9E76;Prata;Gol 1.0 Flex 12v 5p;190;0;190;1;0
304;33021;12/07/2022;15/07/2022;Sim;QUT0329;Branca;Fiorino Furgão 1.4 Flex;210;0;903,05;1;0
1541;33042;14/07/2022;19/07/2022;Sim;RUJ9E77;Branco;Gol 1.0 Flex 12v 5p;190;0;950;1;0
2334;33058;15/07/2022;18/07/2022;Sim;RFX5E14;Branca;STRADA ENDURANCE CS 1.4 02;240;0;720;1;0
2336;33065;18/07/2022;19/07/2022;Sim;RUJ9E72;Prata;Gol 1.0 Flex 12v 5p;190;0;190;1;0
340;33071;19/07/2022;21/07/2022;Sim;RUG0I75;Prata Sirius;Gol 1.0 Flex 12v 5p;150;0;300;1;0
1305;33073;19/07/2022;02/08/2022;Sim;RUJ9E77;Branco;Gol 1.0 Flex 12v 5p;70;0;1710;1;730
1268;33063;20/07/2022;26/07/2022;Sim;RUN3A37;Prata;Gol 1.0 Flex 12v 5p;150;0;900;1;0
1845;33094;21/07/2022;15/08/2022;Sim;RUG0I75;Prata Sirius;Gol 1.0 Flex 12v 5p;2790;0;2325;30;0
2337;33089;21/07/2022;25/07/2022;Sim;RUJ9E78;Prata;Gol 1.0 Flex 12v 5p;140;0;560;1;0
2338;33095;22/07/2022;15/08/2022;Sim;RUG0I79;Prata Sirius;Gol 1.0 Flex 12v 5p;2790;0;2301,75;30;0
2342;33400;22/07/2022;15/08/2022;Sim;RML0C55;Prata;Gol 1.6 Msi Flex 8v 5p;93;0;2292;1;60
2116;33117;23/07/2022;26/07/2022;Sim;RUN3A36;Prata;Gol 1.0 Flex 12v 5p;190;0;570;1;0
2343;33159;26/07/2022;15/08/2022;Sim;RUL0F35;Branca;S10 Pick-up Ltz Dd4 A;256,66;0;5133,2;1;0
360;33148;26/07/2022;02/08/2022;Sim;QPC0362;Prata;Doblo Essence 1.8 Flex 16v 5p;0,01;0;0;30;0
2341;33139;26/07/2022;01/08/2022;Sim;RTE1C31;Prata;Spin Econoflex 18 Premier 2022;280;0;1740;1;60
521;33149;26/07/2022;25/08/2022;Sim;RUF0B07;Prata Sirius;Voyage 1.0  Flex 12v 4p;2790;0;2790;30;0
2344;33168;27/07/2022;26/08/2022;Sim;RUJ9E73;Branco;Gol 1.0 Flex 12v 5p;2300;0;2300;30;0
2346;33177;28/07/2022;28/07/2022;Sim;RUF8J21;Prata Sirius;Gol 1.0 Flex 12v 5p;2790;0;0;30;0
2346;33570;28/07/2022;15/08/2022;Sim;RUF8J21;Prata Sirius;Gol 1.0 Flex 12v 5p;2790;0;1751,5;30;0
1666;33181;28/07/2022;07/08/2022;Sim;RMO6H54;Branco;Gol 1.6 Msi Flex 8v 5p;200;0;2000;1;0
2347;33178;28/07/2022;08/08/2022;Sim;RUG7I38;Prata Sirius;Gol 1.0 Flex 12v 5p;190;0;2090;1;0
2348;33329;30/07/2022;09/08/2022;Sim;RUJ7H08;Branca;S10 Pick-up Ltz Dd4 A;450;0;4500;1;0
2119;33330;30/07/2022;01/08/2022;Sim;RNZ4C99;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;190;0;440;1;60
2349;33412;01/08/2022;30/08/2022;Sim;RUF0B15;Prata Sirius;Voyage 1.0  Flex 12v 4p;2945;0;2850;30;3,07
1541;33417;02/08/2022;04/08/2022;Sim;RUN3A37;Prata;Gol 1.0 Flex 12v 5p;190;0;440;1;60
2257;33415;02/08/2022;03/08/2022;Sim;RUF2F64;Branco;Voyage 1.0  Flex 12v 4p;190;0;190;1;0
2352;33420;03/08/2022;15/08/2022;Sim;RUJ9E76;Prata;Gol 1.0 Flex 12v 5p;2790;0;1209;30;0
2351;33419;03/08/2022;31/08/2022;Sim;RNZ4C99;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;2600;0;2426,76;30;0
2354;33422;03/08/2022;15/08/2022;Sim;RTB7G42;Cinza;Gol (novo) 1.0 Mi Total Flex 8v 4p;2790;0;1209;30;0
2357;33548;04/08/2022;15/08/2022;Sim;RUJ9E78;Prata;Gol 1.0 Flex 12v 5p;2790;0;1023;30;0
2355;33515;04/08/2022;15/08/2022;Sim;RUG0I80;Prata Sirius;Gol 1.0 Flex 12v 5p;2790;0;1116;30;0
2356;33550;05/08/2022;04/09/2022;Sim;RMO0G77;Branca;Toro Endurance Atd4;6800;0;6800;30;0
2280;33554;06/08/2022;08/08/2022;Sim;RUF0B04;Prata Sirius;Voyage 1.0  Flex 12v 4p;190;0;380;1;0
1666;33567;07/08/2022;18/08/2022;Sim;RMO6H54;Branco;Gol 1.6 Msi Flex 8v 5p;200;0;2200;1;0
1305;33556;08/08/2022;12/08/2022;Sim;RUJ9E77;Branco;Gol 1.0 Flex 12v 5p;190;0;760;1;0
2358;33564;09/08/2022;15/08/2022;Sim;RUF0B06;Branco;Voyage 1.0  Flex 12v 4p;2790;0;651;30;0
2304;33571;10/08/2022;16/08/2022;Sim;QQU2457;Preta;Corolla Gli 1.8 Cvt;380;0;2530;1;60
1541;33576;12/08/2022;15/08/2022;Sim;RUF0B14;Prata Sirius;Voyage 1.0  Flex 12v 4p;2790;0;372;30;0
576;33592;12/08/2022;15/08/2022;Sim;RFT6C18;Branco;Hilux Cd 4x4 2.8 Diesel Mec;317;0;951;1;0
1845;34142;16/08/2022;30/09/2022;Sim;RUG0I75;Prata Sirius;Gol 1.0 Flex 12v 5p;122,8;0;5526;1;0
1305;33598;17/08/2022;31/08/2022;Sim;RUJ9E77;Branco;Gol 1.0 Flex 12v 5p;2300;0;1073,38;30;0
1666;33600;18/08/2022;22/08/2022;Sim;RMO6H54;Branco;Gol 1.6 Msi Flex 8v 5p;200;0;800;1;0
2367;33605;18/08/2022;18/08/2022;Sim;RUJ7H08;Branca;S10 Pick-up Ltz Dd4 A;4200;0;0;30;0
2367;33606;18/08/2022;17/09/2022;Sim;RUT2C77;Cinza;T-cross Highline 1.4 Tsi Flex 16v 5p Aut;4200;0;4200;30;0
1418;33619;19/08/2022;19/08/2022;Sim;RNU9C02;Prata;L200 Triton. Outd. Glx 2.4 Cd 4x4 Die. Mec;0,01;0;0,01;1;0
1666;33642;23/08/2022;30/08/2022;Sim;RMO6H54;Branco;Gol 1.6 Msi Flex 8v 5p;200;0;1400;1;0
2374;33716;27/08/2022;15/10/2022;Sim;QQU2457;Preta;Corolla Gli 1.8 Cvt;166;0;8134;1;0
1810;34253;27/08/2022;24/09/2022;Sim;QXR2D26;Branca;Toro Volcano At;250;0;7000;1;0
2344;34052;27/08/2022;07/10/2022;Sim;RUJ9E73;Branco;Gol 1.0 Flex 12v 5p;76,67;0;3748,72;1;0
1666;33730;30/08/2022;04/10/2022;Sim;RMO6H54;Branco;Gol 1.6 Msi Flex 8v 5p;115,77;0;4080,89;1;0
2378;34056;01/09/2022;20/09/2022;Sim;QQQ3845;Preta;Fusion Titgtdiawd  Aut.;5900;0;0;30;0
2378;34217;01/09/2022;04/10/2022;Sim;RTJ8G45;Preta;Cruze Ltz 1.4 16v Turbo Flex 4p Aut.;5900;0;6539,18;30;0
1305;34071;08/09/2022;09/09/2022;Sim;QQK1136;Prata;Gol 1.6 Msi Flex 8v 5p;190;0;190;1;0
2379;34076;08/09/2022;08/09/2022;Sim;RNU0A79;Prata Sirius;Gol (novo) 1.0 Mi Total Flex 8v 4p;0,01;0;0;30;0
1305;34118;10/09/2022;20/09/2022;Sim;QQK1136;Prata;Gol 1.6 Msi Flex 8v 5p;150;0;1500;1;0
